-15	0.04	0.04	0.03	0.03	0.044915531
-14.9	0.05	0.04	0.03	0.03	0.045945262
-14.8	0.05	0.04	0.03	0.04	0.046998219
-14.7	0.05	0.04	0.03	0.04	0.048074907
-14.6	0.05	0.04	0.03	0.04	0.049175843
-14.5	0.05	0.04	0.03	0.04	0.050301554
-14.4	0.05	0.04	0.03	0.04	0.051452578
-14.3	0.05	0.04	0.03	0.04	0.052629462
-14.2	0.05	0.04	0.03	0.04	0.053832767
-14.1	0.06	0.04	0.03	0.04	0.055063063
-14	0.06	0.05	0.03	0.04	0.05632093
-13.9	0.06	0.05	0.03	0.04	0.057606962
-13.8	0.06	0.05	0.03	0.04	0.058921765
-13.7	0.06	0.05	0.03	0.05	0.060265954
-13.6	0.06	0.05	0.04	0.05	0.061640157
-13.5	0.06	0.05	0.04	0.05	0.063045017
-13.4	0.06	0.05	0.04	0.05	0.064481184
-13.3	0.07	0.05	0.04	0.05	0.065949326
-13.2	0.07	0.05	0.04	0.05	0.067450121
-13.1	0.07	0.06	0.04	0.05	0.068984259
-13	0.07	0.06	0.04	0.05	0.070552444
-12.9	0.07	0.06	0.04	0.05	0.072155395
-12.8	0.07	0.06	0.04	0.06	0.073793841
-12.7	0.08	0.06	0.04	0.06	0.075468528
-12.6	0.08	0.06	0.04	0.06	0.077180213
-12.5	0.08	0.06	0.05	0.06	0.078929668
-12.4	0.08	0.07	0.05	0.06	0.080717681
-12.3	0.08	0.07	0.05	0.06	0.08254505
-12.2	0.08	0.07	0.05	0.06	0.084412591
-12.1	0.09	0.07	0.05	0.07	0.086321133
-12	0.09	0.07	0.05	0.07	0.088271521
-11.9	0.09	0.07	0.05	0.07	0.090264613
-11.8	0.09	0.07	0.05	0.07	0.092301284
-11.7	0.09	0.08	0.05	0.07	0.094382423
-11.6	0.10	0.08	0.06	0.07	0.096508935
-11.5	0.10	0.08	0.06	0.08	0.09868174
-11.4	0.10	0.08	0.06	0.08	0.100901773
-11.3	0.10	0.08	0.06	0.08	0.103169986
-11.2	0.11	0.09	0.06	0.08	0.105487347
-11.1	0.11	0.09	0.06	0.08	0.10785484
-11	0.11	0.09	0.06	0.08	0.110273463
-10.9	0.11	0.09	0.06	0.09	0.112744232
-10.8	0.12	0.09	0.07	0.09	0.115268181
-10.7	0.12	0.10	0.07	0.09	0.117846357
-10.6	0.12	0.10	0.07	0.09	0.120479825
-10.5	0.12	0.10	0.07	0.09	0.123169667
-10.4	0.13	0.10	0.07	0.10	0.125916983
-10.3	0.13	0.10	0.07	0.10	0.128722885
-10.2	0.13	0.11	0.08	0.10	0.131588508
-10.1	0.13	0.11	0.08	0.10	0.134514999
-10	0.14	0.11	0.08	0.11	0.137503524
-9.9	0.14	0.11	0.08	0.11	0.140555265
-9.8	0.14	0.12	0.08	0.11	0.143671422
-9.7	0.15	0.12	0.08	0.11	0.146853212
-9.6	0.15	0.12	0.09	0.12	0.150101866
-9.5	0.15	0.13	0.09	0.12	0.153418636
-9.4	0.16	0.13	0.09	0.12	0.156804788
-9.3	0.16	0.13	0.09	0.12	0.160261606
-9.2	0.16	0.13	0.09	0.13	0.163790389
-9.1	0.17	0.14	0.10	0.13	0.167392456
-9	0.17	0.14	0.10	0.13	0.171069139
-8.9	0.17	0.14	0.10	0.13	0.174821787
-8.8	0.18	0.15	0.10	0.14	0.178651768
-8.7	0.18	0.15	0.11	0.14	0.182560464
-8.6	0.19	0.15	0.11	0.14	0.186549272
-8.5	0.19	0.16	0.11	0.15	0.190619606
-8.4	0.19	0.16	0.11	0.15	0.194772897
-8.3	0.20	0.16	0.12	0.15	0.199010589
-8.2	0.20	0.17	0.12	0.16	0.203334141
-8.1	0.21	0.17	0.12	0.16	0.20774503
-8	0.21	0.18	0.12	0.16	0.212244743
-7.9	0.22	0.18	0.13	0.17	0.216834786
-7.8	0.22	0.18	0.13	0.17	0.221516676
-7.7	0.23	0.19	0.13	0.18	0.226291943
-7.6	0.23	0.19	0.13	0.18	0.231162133
-7.5	0.24	0.20	0.14	0.18	0.236128803
-7.4	0.24	0.20	0.14	0.19	0.241193523
-7.3	0.25	0.20	0.14	0.19	0.246357875
-7.2	0.25	0.21	0.15	0.20	0.251623451
-7.1	0.26	0.21	0.15	0.20	0.256991857
-7	0.26	0.22	0.15	0.20	0.262464707
-6.9	0.27	0.22	0.16	0.21	0.268043627
-6.8	0.27	0.23	0.16	0.21	0.27373025
-6.7	0.28	0.23	0.16	0.22	0.27952622
-6.6	0.28	0.24	0.17	0.22	0.285433188
-6.5	0.29	0.24	0.17	0.23	0.291452814
-6.4	0.30	0.25	0.18	0.23	0.297586764
-6.3	0.30	0.25	0.18	0.24	0.303836709
-6.2	0.31	0.26	0.18	0.24	0.310204329
-6.1	0.32	0.27	0.19	0.25	0.316691304
-6	0.32	0.27	0.19	0.25	0.323299323
-5.9	0.33	0.28	0.20	0.26	0.330030074
-5.8	0.34	0.28	0.20	0.26	0.336885251
-5.7	0.34	0.29	0.20	0.27	0.343866547
-5.6	0.35	0.30	0.21	0.28	0.350975656
-5.5	0.36	0.30	0.21	0.28	0.358214274
-5.4	0.36	0.31	0.22	0.29	0.365584093
-5.3	0.37	0.31	0.22	0.29	0.373086806
-5.2	0.38	0.32	0.23	0.30	0.380724099
-5.1	0.39	0.33	0.23	0.31	0.388497658
-5	0.40	0.34	0.24	0.31	0.396409161
-4.9	0.40	0.34	0.24	0.32	0.404460283
-4.8	0.41	0.35	0.25	0.33	0.412652689
-4.7	0.42	0.36	0.25	0.33	0.420988038
-4.6	0.43	0.37	0.26	0.34	0.429467979
-4.5	0.44	0.37	0.26	0.35	0.43809415
-4.4	0.44	0.38	0.27	0.36	0.446868178
-4.3	0.45	0.39	0.28	0.36	0.45579168
-4.2	0.46	0.40	0.28	0.37	0.464866254
-4.1	0.47	0.41	0.29	0.38	0.474093489
-4	0.48	0.41	0.29	0.39	0.483474953
-3.9	0.49	0.42	0.30	0.39	0.493012201
-3.8	0.50	0.43	0.31	0.40	0.502706767
-3.7	0.51	0.44	0.31	0.41	0.512560166
-3.6	0.52	0.45	0.32	0.42	0.522573893
-3.5	0.53	0.46	0.33	0.43	0.532749421
-3.4	0.54	0.47	0.33	0.44	0.543088199
-3.3	0.55	0.48	0.34	0.44	0.553591652
-3.2	0.56	0.49	0.35	0.45	0.56426118
-3.1	0.57	0.50	0.35	0.46	0.575098156
-3	0.58	0.51	0.36	0.47	0.586103926
-2.9	0.59	0.52	0.37	0.48	0.597279807
-2.8	0.60	0.53	0.38	0.49	0.608627083
-2.7	0.61	0.54	0.39	0.50	0.62014701
-2.6	0.63	0.55	0.39	0.51	0.631840811
-2.5	0.64	0.56	0.40	0.52	0.643709674
-2.4	0.65	0.57	0.41	0.53	0.655754754
-2.3	0.66	0.58	0.42	0.54	0.667977168
-2.2	0.67	0.59	0.43	0.55	0.680378
-2.1	0.68	0.61	0.44	0.56	0.692958292
-2	0.70	0.62	0.44	0.57	0.705719051
-1.9	0.71	0.63	0.45	0.58	0.718661241
-1.8	0.72	0.64	0.46	0.60	0.731785787
-1.7	0.73	0.65	0.47	0.61	0.745093572
-1.6	0.75	0.67	0.48	0.62	0.758585437
-1.5	0.76	0.68	0.49	0.63	0.77226218
-1.4	0.77	0.69	0.50	0.64	0.786124553
-1.3	0.79	0.71	0.51	0.65	0.800173264
-1.2	0.80	0.72	0.52	0.67	0.814408977
-1.1	0.81	0.73	0.53	0.68	0.828832308
-1	0.83	0.75	0.54	0.69	0.843443825
-0.9	0.84	0.76	0.55	0.70	0.858244052
-0.8	0.86	0.78	0.57	0.72	0.873233462
-0.7	0.87	0.79	0.58	0.73	0.88841248
-0.6	0.88	0.80	0.59	0.74	0.903781483
-0.5	0.90	0.82	0.60	0.76	0.919340798
-0.4	0.91	0.83	0.61	0.77	0.935090702
-0.3	0.93	0.85	0.62	0.78	0.951031423
-0.2	0.94	0.87	0.64	0.80	0.967163136
-0.1	0.96	0.88	0.65	0.81	0.98348597
0	0.97	0.90	0.66	0.83	1
0.1	0.99	0.91	0.67	0.84	1.016705251
0.2	1.00	0.93	0.69	0.85	1.033601698
0.3	1.02	0.95	0.70	0.87	1.050689265
0.4	1.03	0.96	0.71	0.88	1.067967826
0.5	1.05	0.98	0.73	0.90	1.085437203
0.6	1.06	1.00	0.74	0.91	1.103097169
0.7	1.08	1.01	0.76	0.93	1.120947447
0.8	1.09	1.03	0.77	0.95	1.138987709
0.9	1.11	1.05	0.78	0.96	1.157217581
1	1.12	1.07	0.80	0.98	1.175636635
1.1	1.14	1.08	0.81	0.99	1.194244398
1.2	1.16	1.10	0.83	1.01	1.213040348
1.3	1.17	1.12	0.85	1.03	1.232023917
1.4	1.19	1.14	0.86	1.04	1.251194486
1.5	1.20	1.16	0.88	1.06	1.270551394
1.6	1.22	1.18	0.89	1.08	1.290093933
1.7	1.24	1.20	0.91	1.09	1.309821348
1.8	1.25	1.22	0.93	1.11	1.329732844
1.9	1.27	1.24	0.94	1.13	1.349827579
2	1.28	1.26	0.96	1.15	1.37010467
2.1	1.30	1.28	0.98	1.16	1.390563192
2.2	1.32	1.30	1.00	1.18	1.411202181
2.3	1.33	1.32	1.01	1.20	1.43202063
2.4	1.35	1.34	1.03	1.22	1.453017496
2.5	1.36	1.36	1.05	1.24	1.474191698
2.6	1.38	1.38	1.07	1.26	1.495542116
2.7	1.39	1.40	1.09	1.28	1.517067596
2.8	1.41	1.42	1.11	1.29	1.538766949
2.9	1.43	1.44	1.13	1.31	1.560638954
3	1.44	1.46	1.15	1.33	1.582682355
3.1	1.46	1.49	1.17	1.35	1.604895866
3.2	1.47	1.51	1.19	1.37	1.62727817
3.3	1.49	1.53	1.21	1.39	1.649827923
3.4	1.50	1.55	1.23	1.41	1.672543751
3.5	1.52	1.57	1.25	1.43	1.695424254
3.6	1.53	1.60	1.27	1.45	1.718468007
3.7	1.55	1.62	1.30	1.47	1.741673561
3.8	1.56	1.64	1.32	1.49	1.765039443
3.9	1.57	1.67	1.34	1.51	1.788564158
4	1.59	1.69	1.36	1.53	1.812246191
4.1	1.60	1.71	1.39	1.56	1.836084008
4.2	1.62	1.74	1.41	1.58	1.860076054
4.3	1.63	1.76	1.43	1.60	1.88422076
4.4	1.64	1.78	1.46	1.62	1.90851654
4.5	1.66	1.81	1.48	1.64	1.932961792
4.6	1.67	1.83	1.50	1.66	1.957554902
4.7	1.68	1.85	1.53	1.68	1.982294243
4.8	1.69	1.88	1.55	1.71	2.007178175
4.9	1.71	1.90	1.58	1.73	2.032205049
5	1.72	1.93	1.60	1.75	2.057373209
5.1	1.73	1.95	1.63	1.77	2.082680986
5.2	1.74	1.98	1.66	1.80	2.108126708
5.3	1.75	2.00	1.68	1.82	2.133708696
5.4	1.76	2.02	1.71	1.84	2.159425265
5.5	1.77	2.05	1.74	1.86	2.185274726
5.6	1.79	2.07	1.76	1.89	2.211255389
5.7	1.80	2.10	1.79	1.91	2.237365561
5.8	1.81	2.12	1.82	1.93	2.263603546
5.9	1.81	2.15	1.84	1.96	2.28996765
6	1.82	2.17	1.87	1.98	2.31645618
6.1	1.83	2.20	1.90	2.01	2.343067442
6.2	1.84	2.22	1.93	2.03	2.369799747
6.3	1.85	2.25	1.96	2.05	2.396651409
6.4	1.86	2.27	1.99	2.08	2.423620745
6.5	1.87	2.30	2.01	2.10	2.450706076
6.6	1.87	2.32	2.04	2.13	2.477905731
6.7	1.88	2.35	2.07	2.15	2.505218043
6.8	1.89	2.37	2.10	2.18	2.532641354
6.9	1.90	2.40	2.13	2.20	2.560174012
7	1.90	2.42	2.16	2.23	2.587814374
7.1	1.91	2.45	2.19	2.25	2.615560804
7.2	1.91	2.47	2.22	2.28	2.643411679
7.3	1.92	2.50	2.25	2.30	2.671365384
7.4	1.93	2.52	2.28	2.33	2.699420313
7.5	1.93	2.55	2.32	2.35	2.727574875
7.6	1.94	2.57	2.35	2.38	2.755827485
7.7	1.94	2.60	2.38	2.40	2.784176576
7.8	1.94	2.62	2.41	2.43	2.81262059
7.9	1.95	2.65	2.44	2.46	2.841157981
8	1.95	2.67	2.47	2.48	2.869787219
8.1	1.96	2.70	2.50	2.51	2.898506786
8.2	1.96	2.72	2.53	2.53	2.927315179
8.3	1.96	2.75	2.57	2.56	2.956210907
8.4	1.97	2.77	2.60	2.59	2.985192497
8.5	1.97	2.80	2.63	2.61	3.014258487
8.6	1.97	2.82	2.66	2.64	3.043407433
8.7	1.97	2.84	2.69	2.67	3.072637906
8.8	1.98	2.87	2.73	2.69	3.101948492
8.9	1.98	2.89	2.76	2.72	3.131337792
9	1.98	2.92	2.79	2.75	3.160804424
9.1	1.98	2.94	2.82	2.78	3.190347022
9.2	1.98	2.97	2.85	2.80	3.219964237
9.3	1.99	2.99	2.89	2.83	3.249654734
9.4	1.99	3.01	2.92	2.86	3.279417197
9.5	1.99	3.04	2.95	2.89	3.309250326
9.6	1.99	3.06	2.98	2.91	3.339152837
9.7	1.99	3.09	3.02	2.94	3.369123464
9.8	1.99	3.11	3.05	2.97	3.399160955
9.9	1.99	3.13	3.08	3.00	3.429264079
10	1.99	3.16	3.11	3.02	3.459431619
10.1	1.99	3.18	3.15	3.05	3.489662375
10.2	1.99	3.20	3.18	3.08	3.519955165
10.3	2.00	3.22	3.21	3.11	3.550308823
10.4	2.00	3.25	3.24	3.14	3.580722201
10.5	2.00	3.27	3.28	3.17	3.611194167
10.6	2.00	3.29	3.31	3.19	3.641723605
10.7	2.00	3.31	3.34	3.22	3.672309418
10.8	2.00	3.33	3.37	3.25	3.702950523
10.9	2.00	3.36	3.40	3.28	3.733645856
11	2.00	3.38	3.44	3.31	3.764394367
11.1	2.00	3.40	3.47	3.34	3.795195025
11.2	2.00	3.42	3.50	3.37	3.826046814
11.3	2.00	3.44	3.53	3.40	3.856948733
11.4	2.00	3.46	3.56	3.43	3.887899801
11.5	2.00	3.48	3.60	3.46	3.918899049
11.6	2.00	3.50	3.63	3.49	3.949945525
11.7	2.00	3.52	3.66	3.52	3.981038294
11.8	2.00	3.54	3.69	3.55	4.012176436
11.9	2.00	3.55	3.72	3.58	4.043359046
12	2.00	3.57	3.76	3.61	4.074585235
12.1	2.00	3.59	3.79	3.64	4.105854128
12.2	2.00	3.61	3.82	3.67	4.137164867
12.3	2.00	3.62	3.85	3.70	4.168516606
12.4	2.00	3.64	3.88	3.73	4.199908518
12.5	2.00	3.66	3.91	3.76	4.231339787
12.6	2.00	3.67	3.94	3.79	4.262809612
12.7	2.00	3.69	3.97	3.82	4.294317208
12.8	2.00	3.70	4.00	3.85	4.325861802
12.9	2.00	3.72	4.04	3.88	4.357442637
13	2.00	3.73	4.07	3.91	4.389058967
13.1	2.00	3.74	4.10	3.95	4.420710063
13.2	2.00	3.76	4.13	3.98	4.452395206
13.3	2.00	3.77	4.16	4.01	4.484113693
13.4	2.00	3.78	4.19	4.04	4.515864832
13.5	2.00	3.79	4.22	4.07	4.547647945
13.6	2.00	3.81	4.25	4.11	4.579462366
13.7	2.00	3.82	4.28	4.14	4.611307444
13.8	2.00	3.83	4.31	4.17	4.643182536
13.9	2.00	3.84	4.34	4.20	4.675087014
14	2.00	3.85	4.37	4.23	4.707020263
14.1	2.00	3.86	4.40	4.27	4.738981676
14.2	2.00	3.87	4.43	4.30	4.770970662
14.3	2.00	3.88	4.46	4.33	4.802986638
14.4	2.00	3.88	4.49	4.37	4.835029034
14.5	2.00	3.89	4.52	4.40	4.867097292
14.6	2.00	3.90	4.55	4.43	4.899190861
14.7	2.00	3.91	4.58	4.46	4.931309206
14.8	2.00	3.91	4.61	4.50	4.963451799
14.9	2.00	3.92	4.63	4.53	4.995618124
15	2.00	3.93	4.66	4.56	5.027807673
15.1	2.00	3.93	4.69	4.60	5.060019952
15.2	2.00	3.94	4.72	4.63	5.092254473
15.3	2.00	3.94	4.75	4.66	5.124510761
15.4	2.00	3.95	4.78	4.70	5.156788347
15.5	2.00	3.95	4.81	4.73	5.189086775
15.6	2.00	3.96	4.84	4.77	5.221405595
15.7	2.00	3.96	4.86	4.80	5.25374437
15.8	2.00	3.96	4.89	4.83	5.286102667
15.9	2.00	3.97	4.92	4.87	5.318480066
16	2.00	3.97	4.95	4.90	5.350876154
16.1	2.00	3.97	4.97	4.93	5.383290526
16.2	2.00	3.97	5.00	4.97	5.415722786
16.3	2.00	3.98	5.03	5.00	5.448172546
16.4	2.00	3.98	5.06	5.04	5.480639425
16.5	2.00	3.98	5.08	5.07	5.513123052
16.6	2.00	3.98	5.11	5.10	5.545623062
16.7	2.00	3.99	5.14	5.14	5.578139097
16.8	2.00	3.99	5.16	5.17	5.61067081
16.9	2.00	3.99	5.19	5.21	5.643217856
17	2.00	3.99	5.21	5.24	5.675779902
17.1	2.00	3.99	5.24	5.27	5.708356619
17.2	2.00	3.99	5.26	5.31	5.740947685
17.3	2.00	3.99	5.29	5.34	5.773552787
17.4	2.00	3.99	5.31	5.38	5.806171617
17.5	2.00	3.99	5.34	5.41	5.838803874
17.6	2.00	4.00	5.36	5.44	5.871449261
17.7	2.00	4.00	5.38	5.48	5.904107492
17.8	2.00	4.00	5.40	5.51	5.936778282
17.9	2.00	4.00	5.43	5.54	5.969461357
18	2.00	4.00	5.45	5.58	6.002156444
18.1	2.00	4.00	5.47	5.61	6.034863279
18.2	2.00	4.00	5.49	5.65	6.067581603
18.3	2.00	4.00	5.51	5.68	6.100311162
18.4	2.00	4.00	5.53	5.71	6.133051708
18.5	2.00	4.00	5.55	5.75	6.165802998
18.6	2.00	4.00	5.57	5.78	6.198564794
18.7	2.00	4.00	5.59	5.81	6.231336863
18.8	2.00	4.00	5.61	5.84	6.264118978
18.9	2.00	4.00	5.63	5.88	6.296910916
19	2.00	4.00	5.65	5.91	6.329712459
19.1	2.00	4.00	5.66	5.94	6.362523395
19.2	2.00	4.00	5.68	5.98	6.395343513
19.3	2.00	4.00	5.70	6.01	6.428172611
19.4	2.00	4.00	5.71	6.04	6.461010489
19.5	2.00	4.00	5.73	6.07	6.493856951
19.6	2.00	4.00	5.74	6.11	6.526711806
19.7	2.00	4.00	5.76	6.14	6.559574868
19.8	2.00	4.00	5.77	6.17	6.592445953
19.9	2.00	4.00	5.78	6.20	6.625324883
20	2.00	4.00	5.80	6.24	6.658211483
20.1	2.00	4.00	5.81	6.27	6.691105581
20.2	2.00	4.00	5.82	6.30	6.724007011
20.3	2.00	4.00	5.83	6.33	6.756915608
20.4	2.00	4.00	5.84	6.36	6.789831212
20.5	2.00	4.00	5.85	6.40	6.822753667
20.6	2.00	4.00	5.86	6.43	6.85568282
20.7	2.00	4.00	5.87	6.46	6.88861852
20.8	2.00	4.00	5.88	6.49	6.921560622
20.9	2.00	4.00	5.89	6.52	6.954508982
21	2.00	4.00	5.90	6.55	6.987463459
21.1	2.00	4.00	5.90	6.58	7.020423917
21.2	2.00	4.00	5.91	6.62	7.053390222
21.3	2.00	4.00	5.92	6.65	7.086362242
21.4	2.00	4.00	5.92	6.68	7.11933985
21.5	2.00	4.00	5.93	6.71	7.152322919
21.6	2.00	4.00	5.94	6.74	7.185311329
21.7	2.00	4.00	5.94	6.77	7.218304957
21.8	2.00	4.00	5.95	6.80	7.251303689
21.9	2.00	4.00	5.95	6.83	7.284307407
22	2.00	4.00	5.95	6.86	7.317316002
22.1	2.00	4.00	5.96	6.89	7.350329363
22.2	2.00	4.00	5.96	6.92	7.383347382
22.3	2.00	4.00	5.97	6.95	7.416369956
22.4	2.00	4.00	5.97	6.98	7.449396981
22.5	2.00	4.00	5.97	7.00	7.482428358
22.6	2.00	4.00	5.98	7.03	7.515463989
22.7	2.00	4.00	5.98	7.06	7.548503777
22.8	2.00	4.00	5.98	7.09	7.581547629
22.9	2.00	4.00	5.98	7.12	7.614595454
23	2.00	4.00	5.98	7.14	7.647647162
23.1	2.00	4.00	5.99	7.17	7.680702666
23.2	2.00	4.00	5.99	7.20	7.71376188
23.3	2.00	4.00	5.99	7.22	7.74682472
23.4	2.00	4.00	5.99	7.25	7.779891105
23.5	2.00	4.00	5.99	7.28	7.812960955
23.6	2.00	4.00	5.99	7.30	7.846034191
23.7	2.00	4.00	5.99	7.33	7.879110737
23.8	2.00	4.00	5.99	7.35	7.912190519
23.9	2.00	4.00	6.00	7.38	7.945273463
24	2.00	4.00	6.00	7.40	7.978359498
24.1	2.00	4.00	6.00	7.42	8.011448554
24.2	2.00	4.00	6.00	7.45	8.044540563
24.3	2.00	4.00	6.00	7.47	8.077635458
24.4	2.00	4.00	6.00	7.49	8.110733174
24.5	2.00	4.00	6.00	7.51	8.143833648
24.6	2.00	4.00	6.00	7.53	8.176936816
24.7	2.00	4.00	6.00	7.55	8.210042619
24.8	2.00	4.00	6.00	7.57	8.243150996
24.9	2.00	4.00	6.00	7.59	8.276261889
25	2.00	4.00	6.00	7.61	8.309375241
25.1	2.00	4.00	6.00	7.63	8.342490997
25.2	2.00	4.00	6.00	7.65	8.375609103
25.3	2.00	4.00	6.00	7.67	8.408729505
25.4	2.00	4.00	6.00	7.68	8.441852151
25.5	2.00	4.00	6.00	7.70	8.47497699
25.6	2.00	4.00	6.00	7.72	8.508103973
25.7	2.00	4.00	6.00	7.73	8.541233051
25.8	2.00	4.00	6.00	7.75	8.574364178
25.9	2.00	4.00	6.00	7.76	8.607497305
26	2.00	4.00	6.00	7.77	8.640632389
26.1	2.00	4.00	6.00	7.79	8.673769385
26.2	2.00	4.00	6.00	7.80	8.706908249
26.3	2.00	4.00	6.00	7.81	8.740048939
26.4	2.00	4.00	6.00	7.82	8.773191414
26.5	2.00	4.00	6.00	7.84	8.806335633
26.6	2.00	4.00	6.00	7.85	8.839481558
26.7	2.00	4.00	6.00	7.86	8.872629148
26.8	2.00	4.00	6.00	7.87	8.905778367
26.9	2.00	4.00	6.00	7.88	8.938929177
27	2.00	4.00	6.00	7.88	8.972081543
27.1	2.00	4.00	6.00	7.89	9.005235429
27.2	2.00	4.00	6.00	7.90	9.038390801
27.3	2.00	4.00	6.00	7.91	9.071547625
27.4	2.00	4.00	6.00	7.92	9.104705868
27.5	2.00	4.00	6.00	7.92	9.137865497
27.6	2.00	4.00	6.00	7.93	9.171026483
27.7	2.00	4.00	6.00	7.93	9.204188792
27.8	2.00	4.00	6.00	7.94	9.237352397
27.9	2.00	4.00	6.00	7.95	9.270517267
28	2.00	4.00	6.00	7.95	9.303683373
28.1	2.00	4.00	6.00	7.95	9.336850688
28.2	2.00	4.00	6.00	7.96	9.370019184
28.3	2.00	4.00	6.00	7.96	9.403188834
28.4	2.00	4.00	6.00	7.97	9.436359613
28.5	2.00	4.00	6.00	7.97	9.469531493
28.6	2.00	4.00	6.00	7.97	9.502704452
28.7	2.00	4.00	6.00	7.98	9.535878463
28.8	2.00	4.00	6.00	7.98	9.569053503
28.9	2.00	4.00	6.00	7.98	9.602229549
29	2.00	4.00	6.00	7.98	9.635406578
29.1	2.00	4.00	6.00	7.98	9.668584568
29.2	2.00	4.00	6.00	7.99	9.701763496
29.3	2.00	4.00	6.00	7.99	9.734943342
29.4	2.00	4.00	6.00	7.99	9.768124084
29.5	2.00	4.00	6.00	7.99	9.801305703
29.6	2.00	4.00	6.00	7.99	9.834488178
29.7	2.00	4.00	6.00	7.99	9.86767149
29.8	2.00	4.00	6.00	7.99	9.90085562
29.9	2.00	4.00	6.00	7.99	9.934040549
30	2.00	4.00	6.00	8.00	9.967226259
