======================= Mutual Information =========================

   SNR        BPSK        QPSK      16 QAM      64 QAM     256 QAM
  -6.7   0.2559017   0.2793445   0.2345299   0.2224206   0.2194123
  -6.6   0.2603120   0.2856067   0.2390159   0.2273648   0.2242930
  -6.5   0.2655186   0.2914504   0.2445968   0.2322509   0.2291099
  -6.4   0.2694362   0.2969143   0.2495908   0.2372346   0.2341531
  -6.3   0.2766376   0.3036354   0.2555337   0.2424736   0.2392349
  -6.2   0.2807090   0.3095536   0.2612922   0.2475870   0.2444314
  -6.1   0.2863121   0.3167213   0.2667435   0.2531600   0.2496615
  -6.0   0.2914497   0.3230347   0.2723267   0.2584858   0.2552198
  -5.9   0.2966976   0.3299797   0.2784692   0.2641830   0.2606374
  -5.8   0.3024991   0.3366351   0.2846409   0.2696239   0.2662250
  -5.7   0.3078616   0.3420383   0.2905005   0.2756247   0.2718920
  -5.6   0.3147671   0.3505324   0.2966183   0.2815534   0.2778539
  -5.5   0.3186006   0.3573610   0.3033696   0.2875614   0.2836739
  -5.4   0.3254513   0.3653783   0.3094698   0.2940121   0.2897022
  -5.3   0.3309873   0.3724303   0.3166144   0.2999088   0.2959990
  -5.2   0.3374880   0.3802225   0.3236774   0.3062379   0.3022363
  -5.1   0.3442526   0.3871171   0.3306172   0.3129476   0.3086108
  -5.0   0.3488058   0.3954066   0.3373464   0.3194166   0.3152136
  -4.9   0.3571513   0.4036985   0.3444249   0.3264161   0.3218263
  -4.8   0.3613901   0.4118219   0.3519306   0.3333165   0.3286687
  -4.7   0.3674777   0.4204810   0.3589741   0.3404011   0.3356132
  -4.6   0.3753772   0.4286818   0.3665414   0.3475119   0.3426028
  -4.5   0.3809519   0.4365965   0.3744387   0.3546611   0.3497066
  -4.4   0.3877059   0.4451770   0.3826950   0.3620550   0.3570502
  -4.3   0.3942395   0.4535562   0.3905632   0.3698332   0.3644883
  -4.2   0.4016108   0.4636070   0.3986279   0.3774486   0.3719904
  -4.1   0.4072153   0.4719538   0.4070099   0.3853594   0.3797854
  -4.0   0.4147765   0.4813573   0.4152835   0.3930774   0.3876239
  -3.9   0.4214428   0.4904131   0.4241081   0.4011806   0.3956066
  -3.8   0.4275395   0.5013568   0.4325512   0.4095814   0.4037452
  -3.7   0.4354741   0.5101960   0.4415358   0.4178925   0.4118697
  -3.6   0.4436563   0.5208725   0.4506665   0.4265328   0.4203485
  -3.5   0.4507130   0.5301303   0.4598759   0.4353472   0.4288846
  -3.4   0.4564624   0.5392114   0.4689851   0.4439457   0.4376601
  -3.3   0.4635059   0.5506259   0.4792602   0.4529441   0.4464280
  -3.2   0.4723770   0.5603191   0.4886956   0.4620753   0.4555333
  -3.1   0.4782868   0.5719299   0.4987311   0.4714457   0.4646257
  -3.0   0.4868343   0.5825959   0.5092406   0.4811116   0.4740560
  -2.9   0.4942195   0.5925838   0.5188542   0.4908314   0.4834491
  -2.8   0.5008132   0.6041750   0.5295526   0.5007114   0.4929761
  -2.7   0.5095281   0.6146476   0.5403261   0.5104691   0.5027547
  -2.6   0.5169742   0.6264572   0.5513371   0.5205530   0.5126020
  -2.5   0.5252468   0.6382213   0.5622181   0.5307881   0.5227314
  -2.4   0.5324492   0.6486942   0.5737926   0.5412127   0.5330975
  -2.3   0.5408818   0.6608545   0.5851742   0.5518866   0.5433485
  -2.2   0.5479650   0.6734543   0.5965291   0.5626415   0.5539651
  -2.1   0.5551147   0.6865269   0.6079176   0.5733529   0.5647389
  -2.0   0.5629382   0.6975041   0.6201709   0.5846060   0.5755118
  -1.9   0.5714935   0.7102568   0.6312504   0.5961283   0.5866093
  -1.8   0.5791617   0.7225690   0.6444772   0.6075205   0.5978230
  -1.7   0.5867119   0.7353790   0.6568254   0.6187506   0.6092111
  -1.6   0.5949580   0.7480152   0.6695698   0.6307494   0.6208920
  -1.5   0.6040527   0.7614991   0.6823035   0.6426670   0.6325072
  -1.4   0.6099582   0.7744584   0.6954346   0.6546570   0.6444755
  -1.3   0.6174236   0.7869975   0.7087154   0.6670756   0.6566366
  -1.2   0.6268244   0.8015404   0.7223179   0.6796734   0.6687304
  -1.1   0.6351085   0.8148250   0.7359986   0.6921494   0.6810776
  -1.0   0.6426156   0.8284552   0.7495493   0.7051080   0.6937900
  -0.9   0.6506541   0.8421875   0.7635833   0.7179725   0.7064068
  -0.8   0.6589543   0.8552924   0.7780455   0.7309457   0.7194792
  -0.7   0.6664682   0.8697406   0.7927728   0.7445641   0.7325113
  -0.6   0.6740100   0.8841209   0.8070506   0.7581833   0.7456926
  -0.5   0.6828203   0.8981910   0.8218744   0.7721336   0.7592402
  -0.4   0.6903048   0.9134219   0.8366740   0.7859955   0.7728325
  -0.3   0.6992854   0.9282090   0.8524089   0.8000490   0.7865871
  -0.2   0.7056609   0.9434298   0.8676368   0.8142034   0.8004840
  -0.1   0.7133181   0.9571543   0.8838278   0.8286548   0.8145588
   0.0   0.7216541   0.9736960   0.8988191   0.8435029   0.8291524
   0.1   0.7285605   0.9870859   0.9154931   0.8582372   0.8434033
   0.2   0.7368542   1.0026566   0.9317718   0.8732310   0.8580653
   0.3   0.7438511   1.0171964   0.9485756   0.8884766   0.8729145
   0.4   0.7521851   1.0310532   0.9652014   0.9035872   0.8878576
   0.5   0.7583828   1.0472996   0.9817516   0.9193233   0.9030422
   0.6   0.7662532   1.0631065   0.9990995   0.9349917   0.9184773
   0.7   0.7741088   1.0785059   1.0165025   0.9509355   0.9339512
   0.8   0.7813904   1.0944267   1.0336305   0.9672252   0.9495695
   0.9   0.7876471   1.1092276   1.0514738   0.9832035   0.9655973
   1.0   0.7962633   1.1262846   1.0695326   0.9996249   0.9815300
   1.1   0.8023462   1.1404829   1.0872294   1.0164352   0.9978702
   1.2   0.8088672   1.1581873   1.1062397   1.0335622   1.0142790
   1.3   0.8156259   1.1719587   1.1240861   1.0501651   1.0305101
   1.4   0.8226860   1.1883850   1.1429348   1.0672877   1.0474420
   1.5   0.8293867   1.2044908   1.1618953   1.0848666   1.0642603
   1.6   0.8354910   1.2197507   1.1807366   1.1023883   1.0813376
   1.7   0.8411785   1.2357784   1.2007391   1.1199435   1.0984271
   1.8   0.8478975   1.2531508   1.2196722   1.1378764   1.1159317
   1.9   0.8544832   1.2673611   1.2400420   1.1559517   1.1336560
   2.0   0.8597726   1.2845660   1.2597079   1.1742173   1.1511744
   2.1   0.8663934   1.3001940   1.2794042   1.1928358   1.1690479
   2.2   0.8714738   1.3159316   1.3005607   1.2108513   1.1869728
   2.3   0.8765922   1.3321582   1.3202783   1.2297604   1.2051352
   2.4   0.8827011   1.3483401   1.3405426   1.2484912   1.2236149
   2.5   0.8880019   1.3636486   1.3616620   1.2677474   1.2421795
   2.6   0.8934842   1.3796648   1.3830259   1.2869555   1.2608508
   2.7   0.8981545   1.3950501   1.4039505   1.3069355   1.2797614
   2.8   0.9028677   1.4105661   1.4252893   1.3265277   1.2988567
   2.9   0.9077190   1.4254285   1.4465676   1.3462013   1.3180885
   3.0   0.9129060   1.4417352   1.4679829   1.3661959   1.3371232
   3.1   0.9166419   1.4566182   1.4900737   1.3864589   1.3568775
   3.2   0.9213974   1.4718899   1.5120386   1.4066831   1.3763927
   3.3   0.9253488   1.4860065   1.5339528   1.4271209   1.3961429
   3.4   0.9297181   1.5012128   1.5571194   1.4479511   1.4160871
   3.5   0.9337544   1.5169570   1.5794482   1.4687748   1.4362175
   3.6   0.9376221   1.5317153   1.6019005   1.4898398   1.4564336
   3.7   0.9408006   1.5446814   1.6241056   1.5112905   1.4769118
   3.8   0.9446678   1.5598961   1.6473477   1.5321679   1.4974102
   3.9   0.9475397   1.5749008   1.6702432   1.5539498   1.5182603
   4.0   0.9511486   1.5889246   1.6947282   1.5753564   1.5389504
   4.1   0.9539360   1.6030348   1.7172585   1.5973080   1.5600769
   4.2   0.9570793   1.6156376   1.7407728   1.6194220   1.5811471
   4.3   0.9603850   1.6298628   1.7640136   1.6417989   1.6025137
   4.4   0.9623842   1.6436097   1.7877004   1.6639695   1.6241136
   4.5   0.9652970   1.6560724   1.8107642   1.6872278   1.6456288
   4.6   0.9673171   1.6695222   1.8351103   1.7094451   1.6673251
   4.7   0.9699328   1.6817117   1.8589072   1.7321853   1.6891564
   4.8   0.9720362   1.6941251   1.8827675   1.7554532   1.7113616
   4.9   0.9743264   1.7059115   1.9070677   1.7784599   1.7336140
   5.0   0.9761445   1.7183988   1.9320142   1.8018937   1.7560422
   5.1   0.9781427   1.7297399   1.9559125   1.8256937   1.7782455
   5.2   0.9797465   1.7410808   1.9808065   1.8491322   1.8008472
   5.3   0.9816691   1.7529668   2.0049654   1.8739301   1.8238579
   5.4   0.9830740   1.7637942   2.0289897   1.8976129   1.8467366
   5.5   0.9846036   1.7744074   2.0542736   1.9218550   1.8696971
   5.6   0.9858020   1.7841970   2.0785118   1.9466429   1.8930975
   5.7   0.9870057   1.7948606   2.1040138   1.9709054   1.9162212
   5.8   0.9880033   1.8045660   2.1283448   1.9956702   1.9398123
   5.9   0.9891768   1.8146798   2.1527228   2.0207485   1.9633787
   6.0   0.9903606   1.8234503   2.1775894   2.0454922   1.9872136
   6.1   0.9912836   1.8326351   2.2030230   2.0706811   2.0109923
   6.2   0.9920648   1.8418288   2.2273876   2.0963837   2.0350733
   6.3   0.9928836   1.8499531   2.2521053   2.1220958   2.0590929
   6.4   0.9935077   1.8582545   2.2778755   2.1480278   2.0833675
   6.5   0.9942616   1.8663626   2.3024468   2.1737079   2.1079715
   6.6   0.9948915   1.8738772   2.3272174   2.1998500   2.1324478
   6.7   0.9953465   1.8815057   2.3532353   2.2263730   2.1569407
   6.8   0.9958330   1.8883106   2.3775745   2.2525387   2.1818215
   6.9   0.9963559   1.8952096   2.4033037   2.2791906   2.2066463
   7.0   0.9967868   1.9016394   2.4282486   2.3060203   2.2317743
   7.1   0.9971970   1.9080447   2.4532766   2.3327747   2.2568321
   7.2   0.9974584   1.9137387   2.4778339   2.3600267   2.2823862
   7.3   0.9977757   1.9192267   2.5030275   2.3870151   2.3074598
   7.4   0.9981523   1.9248072   2.5283341   2.4143399   2.3330361
   7.5   0.9984080   1.9298479   2.5533429   2.4418243   2.3586751
   7.6   0.9984957   1.9348593   2.5782684   2.4696025   2.3842982
   7.7   0.9987034   1.9395931   2.6035461   2.4969906   2.4099679
   7.8   0.9988551   1.9437355   2.6284273   2.5252487   2.4359111
   7.9   0.9989986   1.9479830   2.6536006   2.5534349   2.4620795
   8.0   0.9992263   1.9520692   2.6786124   2.5810733   2.4882534
   8.1   0.9992560   1.9556579   2.7030148   2.6096430   2.5145153
   8.2   0.9993979   1.9589202   2.7276664   2.6384133   2.5410556
   8.3   0.9995365   1.9626076   2.7524438   2.6671515   2.5672805
   8.4   0.9995748   1.9656753   2.7775586   2.6955791   2.5939276
   8.5   0.9996465   1.9684573   2.8027389   2.7240214   2.6203876
   8.6   0.9997207   1.9710338   2.8269410   2.7531089   2.6472771
   8.7   0.9997315   1.9734844   2.8510697   2.7821087   2.6740291
   8.8   0.9997827   1.9761456   2.8774213   2.8115689   2.7010325
   8.9   0.9998333   1.9781229   2.9012150   2.8409469   2.7281407
   9.0   0.9998384   1.9802726   2.9255324   2.8705629   2.7552249
   9.1   0.9998958   1.9824594   2.9489970   2.8996891   2.7823345
   9.2   0.9998877   1.9840106   2.9734108   2.9290318   2.8096825
   9.3   0.9999168   1.9856623   2.9984333   2.9588263   2.8371907
   9.4   0.9999466   1.9868644   3.0218848   2.9883441   2.8644841
   9.5   0.9999474   1.9884250   3.0458166   3.0182776   2.8920362
   9.6   0.9999614   1.9896590   3.0697716   3.0478457   2.9198225
   9.7   0.9999639   1.9907891   3.0936586   3.0779060   2.9477113
   9.8   0.9999782   1.9917269   3.1171360   3.1085146   2.9753668
   9.9   0.9999822   1.9926700   3.1411829   3.1383701   3.0033312
  10.0   0.9999860   1.9934445   3.1632321   3.1685445   3.0314193
  10.1   0.9999894   1.9942162   3.1865923   3.1988377   3.0596400
  10.2   0.9999942   1.9949920   3.2094177   3.2291224   3.0876868
  10.3   0.9999960   1.9955610   3.2327771   3.2593642   3.1160124
  10.4   0.9999964   1.9960422   3.2549457   3.2894546   3.1443941
  10.5   0.9999972   1.9966387   3.2769877   3.3205158   3.1729984
  10.6   0.9999987   1.9970695   3.2991316   3.3505815   3.2015360
  10.7   0.9999987   1.9974971   3.3211102   3.3811358   3.2302322
  10.8   0.9999944   1.9977983   3.3427736   3.4122088   3.2591430
  10.9   0.9999993   1.9981462   3.3639540   3.4425514   3.2882482
  11.0   0.9999982   1.9983383   3.3850661   3.4732981   3.3170916
  11.1   0.9999999   1.9985782   3.4061508   3.5038820   3.3460492
  11.2   0.9999999   1.9987959   3.4266484   3.5341050   3.3755193
  11.3   1.0000000   1.9989857   3.4465745   3.5651167   3.4048216
  11.4   1.0000000   1.9991327   3.4661459   3.5956219   3.4342027
  11.5   0.9999999   1.9992859   3.4860054   3.6260312   3.4639298
  11.6   1.0000000   1.9994100   3.5053504   3.6569198   3.4935441
  11.7   0.9999997   1.9994802   3.5241731   3.6880196   3.5233156
  11.8   0.9999999   1.9995776   3.5434009   3.7185671   3.5531195
  11.9   1.0000000   1.9996261   3.5610340   3.7491605   3.5834163
  12.0   0.9999999   1.9996918   3.5795950   3.7796834   3.6135322
  12.1   1.0000000   1.9997679   3.5965862   3.8102551   3.6438648
  12.2   1.0000000   1.9997999   3.6140535   3.8405138   3.6741782
  12.3   1.0000000   1.9998185   3.6311396   3.8717563   3.7047610
  12.4   1.0000000   1.9998741   3.6474732   3.9021144   3.7353838
  12.5   1.0000000   1.9998821   3.6630470   3.9326299   3.7661494
  12.6   1.0000000   1.9999033   3.6786965   3.9631672   3.7970739
  12.7   1.0000000   1.9999301   3.6942135   3.9936255   3.8281055
  12.8   1.0000000   1.9999428   3.7090599   4.0241761   3.8592142
  12.9   1.0000000   1.9999641   3.7230364   4.0541205   3.8901766
  13.0   1.0000000   1.9999725   3.7368258   4.0847803   3.9219680
  13.1   1.0000000   1.9999716   3.7501223   4.1149919   3.9532252
  13.2   1.0000000   1.9999727   3.7634521   4.1450935   3.9849976
  13.3   1.0000000   1.9999795   3.7762466   4.1753193   4.0167774
  13.4   1.0000000   1.9999862   3.7885324   4.2055875   4.0482997
  13.5   1.0000000   1.9999897   3.8002857   4.2357986   4.0805415
  13.6   1.0000000   1.9999968   3.8115551   4.2657542   4.1126248
  13.7   1.0000000   1.9999948   3.8229522   4.2952620   4.1446787
  13.8   1.0000000   1.9999971   3.8328396   4.3254798   4.1769106
  13.9   1.0000000   1.9999984   3.8428659   4.3550334   4.2091699
  14.0   1.0000000   1.9999980   3.8531185   4.3845990   4.2419702
  14.1   1.0000000   1.9999972   3.8623140   4.4145035   4.2743988
  14.2   1.0000000   1.9999987   3.8712816   4.4438687   4.3072092
  14.3   1.0000000   1.9999998   3.8797496   4.4735576   4.3399464
  14.4   1.0000000   1.9999999   3.8880374   4.5033059   4.3727949
  14.5   1.0000000   1.9999990   3.8956850   4.5326980   4.4056271
  14.6   1.0000000   2.0000000   3.9030094   4.5617077   4.4387900
  14.7   1.0000000   2.0000000   3.9097131   4.5907342   4.4719819
  14.8   1.0000000   1.9999998   3.9163105   4.6203677   4.5051011
  14.9   1.0000000   2.0000000   3.9226515   4.6488426   4.5384717
  15.0   1.0000000   2.0000000   3.9285303   4.6780650   4.5720735
  15.1   1.0000000   1.9999998   3.9340701   4.7069047   4.6051783
  15.2   1.0000000   2.0000000   3.9390927   4.7354550   4.6388305
  15.3   1.0000000   2.0000000   3.9443552   4.7640311   4.6722902
  15.4   1.0000000   2.0000000   3.9487573   4.7926017   4.7059399
  15.5   1.0000000   2.0000000   3.9531599   4.8208627   4.7394735
  15.6   1.0000000   2.0000000   3.9571720   4.8490632   4.7734587
  15.7   1.0000000   2.0000000   3.9609154   4.8771722   4.8070189
  15.8   1.0000000   2.0000000   3.9645573   4.9052578   4.8405427
  15.9   1.0000000   2.0000000   3.9676757   4.9326743   4.8746566
  16.0   1.0000000   2.0000000   3.9709075   4.9603165   4.9084284
  16.1   1.0000000   2.0000000   3.9735152   4.9877543   4.9423202
  16.2   1.0000000   2.0000000   3.9761660   5.0152724   4.9763334
  16.3   1.0000000   2.0000000   3.9785183   5.0425342   5.0101901
  16.4   1.0000000   2.0000000   3.9807115   5.0689059   5.0438034
  16.5   1.0000000   2.0000000   3.9827517   5.0954507   5.0779672
  16.6   1.0000000   2.0000000   3.9846064   5.1218786   5.1118312
  16.7   1.0000000   2.0000000   3.9862762   5.1481122   5.1455756
  16.8   1.0000000   2.0000000   3.9878459   5.1741404   5.1797442
  16.9   1.0000000   2.0000000   3.9891322   5.1993794   5.2136728
  17.0   1.0000000   2.0000000   3.9904704   5.2247180   5.2476958
  17.1   1.0000000   2.0000000   3.9914485   5.2500536   5.2814717
  17.2   1.0000000   2.0000000   3.9925157   5.2746799   5.3154489
  17.3   1.0000000   2.0000000   3.9934830   5.2991174   5.3492389
  17.4   1.0000000   2.0000000   3.9943447   5.3229164   5.3833640
  17.5   1.0000000   2.0000000   3.9950538   5.3468970   5.4169082
  17.6   1.0000000   2.0000000   3.9956952   5.3702510   5.4508776
  17.7   1.0000000   2.0000000   3.9962511   5.3932182   5.4845026
  17.8   1.0000000   2.0000000   3.9967614   5.4159250   5.5183266
  17.9   1.0000000   2.0000000   3.9972151   5.4381846   5.5518349
  18.0   1.0000000   2.0000000   3.9975827   5.4598828   5.5856284
  18.1   1.0000000   2.0000000   3.9979515   5.4815776   5.6191644
  18.2   1.0000000   2.0000000   3.9982098   5.5026403   5.6527358
  18.3   1.0000000   2.0000000   3.9985427   5.5231864   5.6860523
  18.4   1.0000000   2.0000000   3.9986917   5.5433689   5.7194675
  18.5   1.0000000   2.0000000   3.9989593   5.5628236   5.7527589
  18.6   1.0000000   2.0000000   3.9991115   5.5822432   5.7861470
  18.7   1.0000000   2.0000000   3.9992654   5.6011339   5.8194653
  18.8   1.0000000   2.0000000   3.9993598   5.6195257   5.8522427
  18.9   1.0000000   2.0000000   3.9994792   5.6373140   5.8855078
  19.0   1.0000000   2.0000000   3.9995671   5.6549191   5.9187248
  19.1   1.0000000   2.0000000   3.9996438   5.6714843   5.9514498
  19.2   1.0000000   2.0000000   3.9997118   5.6880410   5.9843054
  19.3   1.0000000   2.0000000   3.9997740   5.7041804   6.0170958
  19.4   1.0000000   2.0000000   3.9998009   5.7192986   6.0498964
  19.5   1.0000000   2.0000000   3.9998368   5.7342596   6.0824490
  19.6   1.0000000   2.0000000   3.9998728   5.7486676   6.1151276
  19.7   1.0000000   2.0000000   3.9998970   5.7627729   6.1473855
  19.8   1.0000000   2.0000000   3.9999218   5.7759746   6.1798021
  19.9   1.0000000   2.0000000   3.9999350   5.7888790   6.2119157
  20.0   1.0000000   2.0000000   3.9999454   5.8016164   6.2442717
  20.1   1.0000000   2.0000000   3.9999559   5.8135486   6.2761125
  20.2   1.0000000   2.0000000   3.9999708   5.8248746   6.3080764
  20.3   1.0000000   2.0000000   3.9999774   5.8359976   6.3401619
  20.4   1.0000000   2.0000000   3.9999803   5.8463292   6.3719788
  20.5   1.0000000   2.0000000   3.9999871   5.8565451   6.4035675
  20.6   1.0000000   2.0000000   3.9999892   5.8660654   6.4350625
  20.7   1.0000000   2.0000000   3.9999928   5.8751705   6.4665965
  20.8   1.0000000   2.0000000   3.9999922   5.8839788   6.4979995
  20.9   1.0000000   2.0000000   3.9999942   5.8921492   6.5294409
  21.0   1.0000000   2.0000000   3.9999977   5.8999550   6.5603685
  21.1   1.0000000   2.0000000   3.9999973   5.9074431   6.5916159
  21.2   1.0000000   2.0000000   3.9999977   5.9143479   6.6223839
  21.3   1.0000000   2.0000000   3.9999994   5.9209827   6.6531022
  21.4   1.0000000   2.0000000   3.9999987   5.9272583   6.6838224
  21.5   1.0000000   2.0000000   3.9999994   5.9331375   6.7144977
  21.6   1.0000000   2.0000000   3.9999995   5.9386014   6.7447595
  21.7   1.0000000   2.0000000   3.9999997   5.9437792   6.7751728
  21.8   1.0000000   2.0000000   4.0000000   5.9486933   6.8050800
  21.9   1.0000000   2.0000000   4.0000000   5.9531302   6.8349466
  22.0   1.0000000   2.0000000   3.9999999   5.9572794   6.8646445
  22.1   1.0000000   2.0000000   3.9999999   5.9611448   6.8943027
  22.2   1.0000000   2.0000000   4.0000000   5.9648060   6.9236517
  22.3   1.0000000   2.0000000   3.9999998   5.9681478   6.9528623
  22.4   1.0000000   2.0000000   4.0000000   5.9712389   6.9816607
  22.5   1.0000000   2.0000000   4.0000000   5.9741044   7.0104981
  22.6   1.0000000   2.0000000   4.0000000   5.9766974   7.0388261
  22.7   1.0000000   2.0000000   4.0000000   5.9791622   7.0669459
  22.8   1.0000000   2.0000000   4.0000000   5.9813545   7.0950318
  22.9   1.0000000   2.0000000   4.0000000   5.9833560   7.1226164
  23.0   1.0000000   2.0000000   4.0000000   5.9851602   7.1499198
  23.1   1.0000000   2.0000000   4.0000000   5.9868119   7.1769202
  23.2   1.0000000   2.0000000   4.0000000   5.9883912   7.2036316
  23.3   1.0000000   2.0000000   4.0000000   5.9896625   7.2302004
  23.4   1.0000000   2.0000000   4.0000000   5.9909235   7.2562002
  23.5   1.0000000   2.0000000   4.0000000   5.9920335   7.2819255
  23.6   1.0000000   2.0000000   4.0000000   5.9930571   7.3073868
  23.7   1.0000000   2.0000000   4.0000000   5.9939212   7.3322400
  23.8   1.0000000   2.0000000   4.0000000   5.9946992   7.3568500
  23.9   1.0000000   2.0000000   4.0000000   5.9953953   7.3808813
  24.0   1.0000000   2.0000000   4.0000000   5.9960490   7.4046632
  24.1   1.0000000   2.0000000   4.0000000   5.9965541   7.4280425
  24.2   1.0000000   2.0000000   4.0000000   5.9970509   7.4509273
  24.3   1.0000000   2.0000000   4.0000000   5.9974898   7.4732285
  24.4   1.0000000   2.0000000   4.0000000   5.9978542   7.4952472
  24.5   1.0000000   2.0000000   4.0000000   5.9981577   7.5166372
  24.6   1.0000000   2.0000000   4.0000000   5.9984258   7.5376391
  24.7   1.0000000   2.0000000   4.0000000   5.9986854   7.5582269
  24.8   1.0000000   2.0000000   4.0000000   5.9988914   7.5781733
  24.9   1.0000000   2.0000000   4.0000000   5.9990664   7.5976025
  25.0   1.0000000   2.0000000   4.0000000   5.9992347   7.6167105
  25.1   1.0000000   2.0000000   4.0000000   5.9993662   7.6351225
  25.2   1.0000000   2.0000000   4.0000000   5.9994713   7.6530436
  25.3   1.0000000   2.0000000   4.0000000   5.9995638   7.6706571
  25.4   1.0000000   2.0000000   4.0000000   5.9996321   7.6874494
  25.5   1.0000000   2.0000000   4.0000000   5.9997007   7.7037535
  25.6   1.0000000   2.0000000   4.0000000   5.9997645   7.7196815
  25.7   1.0000000   2.0000000   4.0000000   5.9998074   7.7349580
  25.8   1.0000000   2.0000000   4.0000000   5.9998436   7.7497276
  25.9   1.0000000   2.0000000   4.0000000   5.9998731   7.7640767
  26.0   1.0000000   2.0000000   4.0000000   5.9999032   7.7776881
  26.1   1.0000000   2.0000000   4.0000000   5.9999180   7.7909328
  26.2   1.0000000   2.0000000   4.0000000   5.9999368   7.8035727
  26.3   1.0000000   2.0000000   4.0000000   5.9999494   7.8156995
  26.4   1.0000000   2.0000000   4.0000000   5.9999610   7.8273741
  26.5   1.0000000   2.0000000   4.0000000   5.9999688   7.8385336
  26.6   1.0000000   2.0000000   4.0000000   5.9999775   7.8491494
  26.7   1.0000000   2.0000000   4.0000000   5.9999809   7.8592400
  26.8   1.0000000   2.0000000   4.0000000   5.9999868   7.8689505
  26.9   1.0000000   2.0000000   4.0000000   5.9999895   7.8781563
  27.0   1.0000000   2.0000000   4.0000000   5.9999923   7.8867902
  27.1   1.0000000   2.0000000   4.0000000   5.9999951   7.8951276
  27.2   1.0000000   2.0000000   4.0000000   5.9999955   7.9029138
  27.3   1.0000000   2.0000000   4.0000000   5.9999971   7.9103714
  27.4   1.0000000   2.0000000   4.0000000   5.9999983   7.9173262
  27.5   1.0000000   2.0000000   4.0000000   5.9999979   7.9238731
  27.6   1.0000000   2.0000000   4.0000000   5.9999989   7.9300761
  27.7   1.0000000   2.0000000   4.0000000   5.9999990   7.9358583
  27.8   1.0000000   2.0000000   4.0000000   5.9999994   7.9412679
  27.9   1.0000000   2.0000000   4.0000000   5.9999997   7.9463169
  28.0   1.0000000   2.0000000   4.0000000   5.9999996   7.9510805
  28.1   1.0000000   2.0000000   4.0000000   5.9999999   7.9554225
  28.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9595438
  28.3   1.0000000   2.0000000   4.0000000   5.9999998   7.9633324
  28.4   1.0000000   2.0000000   4.0000000   5.9999999   7.9668242
  28.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9700518
  28.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9730693
  28.7   1.0000000   2.0000000   4.0000000   5.9999999   7.9757791
  28.8   1.0000000   2.0000000   4.0000000   5.9999999   7.9782978
  28.9   1.0000000   2.0000000   4.0000000   6.0000000   7.9806055
  29.0   1.0000000   2.0000000   4.0000000   6.0000000   7.9827289
  29.1   1.0000000   2.0000000   4.0000000   6.0000000   7.9846133
  29.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9863572
  29.3   1.0000000   2.0000000   4.0000000   6.0000000   7.9878981
  29.4   1.0000000   2.0000000   4.0000000   6.0000000   7.9893497
  29.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9906293
  29.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9917572
  29.7   1.0000000   2.0000000   4.0000000   6.0000000   7.9928032
  29.8   1.0000000   2.0000000   4.0000000   6.0000000   7.9936992
  29.9   1.0000000   2.0000000   4.0000000   6.0000000   7.9945150
  30.0   1.0000000   2.0000000   4.0000000   6.0000000   7.9952600
  30.1   1.0000000   2.0000000   4.0000000   6.0000000   7.9958988
  30.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9964749
  30.3   1.0000000   2.0000000   4.0000000   6.0000000   7.9969676
  30.4   1.0000000   2.0000000   4.0000000   6.0000000   7.9974001
  30.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9977857
  30.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9981313
  30.7   1.0000000   2.0000000   4.0000000   6.0000000   7.9984042
  30.8   1.0000000   2.0000000   4.0000000   6.0000000   7.9986554
  30.9   1.0000000   2.0000000   4.0000000   6.0000000   7.9988742
  31.0   1.0000000   2.0000000   4.0000000   6.0000000   7.9990542
  31.1   1.0000000   2.0000000   4.0000000   6.0000000   7.9992090
  31.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9993443
  31.3   1.0000000   2.0000000   4.0000000   6.0000000   7.9994529
  31.4   1.0000000   2.0000000   4.0000000   6.0000000   7.9995503
  31.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9996373
  31.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9997028
  31.7   1.0000000   2.0000000   4.0000000   6.0000000   7.9997594
  31.8   1.0000000   2.0000000   4.0000000   6.0000000   7.9998057
  31.9   1.0000000   2.0000000   4.0000000   6.0000000   7.9998415
  32.0   1.0000000   2.0000000   4.0000000   6.0000000   7.9998729
  32.1   1.0000000   2.0000000   4.0000000   6.0000000   7.9998995
  32.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9999202
  32.3   1.0000000   2.0000000   4.0000000   6.0000000   7.9999366
  32.4   1.0000000   2.0000000   4.0000000   6.0000000   7.9999503
  32.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9999621
  32.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9999701
  32.7   1.0000000   2.0000000   4.0000000   6.0000000   7.9999771
  32.8   1.0000000   2.0000000   4.0000000   6.0000000   7.9999829
